ipv6,#genre#
广西卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8
江苏卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010225/1.m3u8
江西卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010060/1.m3u8
河北卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/1.m3u8
浙江卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8
深圳卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8
湖北卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010223/1.m3u8
湖南卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010224/1.m3u8
甘肃卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8
贵州卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/1.m3u8
辽宁卫视「IPV6, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010061/1.m3u8
重庆卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010218/1.m3u8
青海卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
黑龙江卫视, http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010222/1.m3u8
